dataset,data_size,d,sigma,learner,model,epsilon,MSE,MSE_ATE,MSEavg,MSEavg_ATE,num_effective_avg,iBias2,iVar,bias_ATE,iBias2_ATE,iVar_ATE
E,1000,6,1.0,DRLearner,Lasso,,"[1.266568831065513, 1.085204263608929, 1.355871884682301, 1.2672879119879952, 1.317718594421978]","[10.16748708929089, 10.13211968304796, 10.157929686297251, 10.153502380646234, 10.120514855360021]","[0.8010777737613661, 0.6985409441165943, 0.6377324708401018, 0.41650335101297614, 0.3615093371917928]","[10.195306716181705, 10.12372050856061, 10.140651435323056, 10.134727290444543, 10.125580519872049]","[5, 5, 5, 5, 5]","[0.6847050094353294, 0.6018751142435106, 0.4581976173795519, 0.20380721076922126, 0.12245702288424654]","[0.5818638216301836, 0.4833291493654184, 0.8976742673027491, 1.063480701218774, 1.1952615715377315]","[-0.2763188475884739, -0.06903548298899587, -0.14729842047344643, -0.1255893299427182, -0.0813996881011434]","[10.16748708929089, 10.121620714938771, 10.136331872579508, 10.13003351789412, 10.120514855360021]","[0, 0.010498968109189377, 0.021597813717744163, 0.023468862752114017, 0]"
E,1000,6,1.0,RLearner,Lasso,,"[1.0704063882949666, 0.6931551285957014, 0.929992988238408, 0.730044594057018, 1.0098011642519915]","[10.12297965919154, 10.122741246418812, 10.266377377720582, 10.13949554765249, 10.293166266987475]","[0.395971434273825, 0.2678958643449673, 0.3649899842810009, 0.3072536201095556, 0.4789169670688482]","[10.256413235043645, 10.147382841673826, 10.148401198692326, 10.137637168096004, 10.17234543502462]","[5, 5, 5, 5, 5]","[0.2273626957685395, 0.1615810482822838, 0.22373923329164902, 0.20155587662269003, 0.34619591777306247]","[0.8430436925264271, 0.5315740803134176, 0.706253754946759, 0.528488717434328, 0.663605246478929]","[-0.37075412930210394, -0.16860673481430455, -0.17160008171105012, -0.13668415214251972, -0.2310645459077092]","[10.12297965919154, 10.122741246418812, 10.118907153935263, 10.137172573206882, 10.142140227033908]","[0, 0, 0.14747022378531982, 0.002322974445607695, 0.1510260399535679]"
E,2000,6,1.0,SLearner1,Lasso,,"[10.183065985518503, 10.150839483013081, 10.147530138040343, 10.181294476683298, 10.175391643060195]","[10.267435317733286, 10.128517531242462, 10.143997763753402, 10.131917339399758, 10.254184751637519]","[10.169339675112138, 10.137756475118621, 10.138621554384583, 10.168799523801523, 10.16659103667892]","[10.169339675112138, 10.137756475118625, 10.138621554384583, 10.168799523801521, 10.16659103667892]","[5, 5, 5, 5, 5]","[10.165908097510545, 10.134485723145007, 10.136394408470643, 10.16567578558108, 10.164390885083602]","[0.017157888007957034, 0.01635375986807519, 0.011135729569700104, 0.015618691102219362, 0.011000757976593611]","[-0.22446617665708857, -0.1371198908602973, -0.14023888096922477, -0.22325974368981072, -0.2182577055451631]","[10.144815764456851, 10.128517531242462, 10.137277502042378, 10.131917339399758, 10.14469260793927]","[0.12261955327643514, 0, 0.006720261711024023, 0, 0.10949214369824878]"
E,2000,6,1.0,DRLearner,Lasso,,"[0.6940069320723838, 1.0592238635453457, 0.8079065620630598, 0.7305618244627008, 0.9870887198617055]","[10.152106248629977, 10.313099632195604, 10.150456799552288, 10.134587112072161, 10.16408190388074]","[0.4033530329334971, 0.390166428487871, 0.33706525574177254, 0.20719986277462768, 0.31269863250098057]","[10.125378841749502, 10.173796338952126, 10.12454739095108, 10.121152182991285, 10.135681355661436]","[5, 5, 5, 5, 5]","[0.33068955814877543, 0.22290206972350224, 0.21935492916145072, 0.07635937235260937, 0.14410111066079945]","[0.3633173739236084, 0.8363217938218435, 0.5885516329016091, 0.6542024521100914, 0.8429876092009061]","[0.08015130130209869, -0.23418310849213864, 0.07478489354137974, 0.04687827153598878, 0.1293319179953416]","[10.118696990029383, 10.138970515641256, 10.118070038800777, 10.117793450721067, 10.12858121860661]","[0.03340925860059407, 0.17412911655434682, 0.03238676075151048, 0.0167936613510955, 0.035500685274130195]"
E,2000,6,1.0,RLearner,Lasso,,"[0.4293903245638399, 0.4811068377591266, 0.5804450426503961, 0.6616181218129003, 0.5254283223201354]","[10.119962233999393, 10.246512895523567, 10.119990068361327, 10.125157266211579, 10.195173539964875]","[0.28810532541537, 0.20116864722234581, 0.26650248070915233, 0.31288171677254156, 0.35576312761239]","[10.119153780389304, 10.140498640735352, 10.119881010365308, 10.118963996122574, 10.131032875484456]","[5, 5, 5, 5, 5]","[0.2527840756282525, 0.13118409958815058, 0.1880168402238414, 0.22569761551245188, 0.3133468289354536]","[0.1766062489355874, 0.349922738170976, 0.3924282024265547, 0.4359205063004484, 0.21208149338468174]","[-0.014112750979911048, -0.14677884754374837, -0.03043681514586094, 0.0030635720151099832, -0.10990115939048595]","[10.118951666986781, 10.113995077038298, 10.119853745866303, 10.117415678600322, 10.114997709364351]","[0.0010105670126114852, 0.13251781848526933, 0.0001363224950234887, 0.0077415876112563176, 0.08017583060052402]"
E,500,6,1.0,SLearner1,Lasso,,"[10.33754073959634, 10.392205394585865, 10.284068985432409, 10.176742637855707, 10.288636562357727]","[10.176251613339343, 10.191886783568052, 10.134326969670205, 10.16271971251978, 10.215961502337587]","[10.249640911737176, 10.164829716147777, 10.121711462231493, 10.157369302733379, 10.137722610473869]","[10.249640911737176, 10.164829716147777, 10.121711462231493, 10.157369302733379, 10.137722610473869]","[5, 5, 5, 5, 5]","[10.227665954772384, 10.107985796538255, 10.081122081431264, 10.152525968952798, 10.099994122502904]","[0.10987478482395563, 0.2842195980476103, 0.20294690400114446, 0.024216668902909966, 0.18864243985482254]","[-0.3615056031212962, -0.21418474618584327, -0.052505729043716975, -0.19599666345194278, -0.13699634967686602]","[10.176251613339343, 10.158065449292708, 10.118557585371816, 10.156031700286778, 10.118162887507939]","[0, 0.033821334275343506, 0.0157693842983897, 0.006688012233000418, 0.09779861482964725]"
E,500,6,1.0,DRLearner,Lasso,,"[2.2867998541716963, 2.0366330422452585, 1.409894670493594, 1.2979073120752485, 2.302431351457282]","[10.266821326863887, 10.120676474647466, 10.587429795129074, 10.402610829922102, 10.497081296816793]","[1.0065666230695105, 0.9096763110779709, 0.3286335869297913, 0.7076219824343924, 0.6405912197300336]","[10.157898368853367, 10.12917758417208, 10.131919178270339, 10.16209311894, 10.118978867782634]","[5, 5, 5, 5, 5]","[0.6865083152939642, 0.627937128286149, 0.058318316038840745, 0.5600506500241784, 0.22513118679822153]","[1.6002915388777321, 1.4086959139591095, 1.3515763544547532, 0.73785666205107, 2.0773001646590603]","[-0.19734172950565076, -0.10110872130038073, 0.11386205523024628, -0.2076981181689388, 0.00492515314998343]","[10.130667629350736, 10.120676474647466, 10.018041524055654, 10.101963691194474, 10.024453260524094]","[0.13615369751315054, 0, 0.5693882710734188, 0.3006471387276277, 0.47262803629269934]"
E,500,6,1.0,RLearner,Lasso,,"[2.461224335615689, 1.6566220681151367, 1.8604156503193614, 1.3192812492607535, 2.2586581042616167]","[10.346487422212565, 10.151345234868057, 10.842754862484147, 11.30028512236177, 10.229582346002777]","[0.4354668986012893, 0.5126451514228173, 0.5510248380095815, 0.5147917757196042, 0.6965444373911568]","[10.120467612425239, 10.226208473207103, 10.120000453463735, 10.32223830230748, 10.282939292793907]","[5, 5, 5, 5, 5]","[0.0, 0.2266509222497377, 0.22367713493213648, 0.3136694073343169, 0.30601602067354206]","[2.461224335615689, 1.429971145865399, 1.636738515387225, 1.0056118419264366, 1.9526420835880747]","[-0.038897323508929826, -0.3274963550301302, -0.03233949311064954, -0.45086992764920053, -0.40495022181105833]","[10.063962659978408, 10.151345234868057, 9.939311851208632, 10.077726597293909, 10.229582346002777]","[0.28252476223415757, 0, 0.9034430112755154, 1.2225585250678606, 0]"
D,8000,6,1.0,SLearner1,Lasso,,"[1.7323262367891876, 1.7305629678680967, 1.732530542426478, 1.7256443072126584, 1.7315513690620348]","[1.7369630751082896, 1.7212395723362324, 1.7310764734425654, 1.7352707382611217, 1.7228065206345302]","[1.7319278711496258, 1.7280727623346757, 1.732090431919011, 1.7251553807256048, 1.7307839915511856]","[1.7319278711496258, 1.7280727623346757, 1.7320904319190114, 1.725155380725605, 1.7307839915511856]","[5, 5, 5, 5, 5]","[1.7318282797397353, 1.7274502109513203, 1.731980404292144, 1.7250331491038415, 1.7305921471734733]","[0.0004979570494523244, 0.003112756916776316, 0.0005501381343339662, 0.000611158108816956, 0.0009592218885615122]","[0.1847566608712217, 0.17401124941029902, 0.18519607043797778, 0.1654162425889991, 0.1816346446519593]","[1.7306690701599599, 1.7212395723362324, 1.7310764734425654, 1.7226265413417259, 1.7228065206345302]","[0.006294004948329823, 0, 0, 0.012644196919395778, 0]"
D,8000,6,1.0,DRLearner,Lasso,,"[0.4723280034397903, 0.482995828283435, 0.47285201350681216, 0.4696180557368427, 0.4751820883295664]","[1.704238049039379, 1.7005394564707166, 1.7022481968623926, 1.697800788078023, 1.6992532774512137]","[0.4627481055799134, 0.47023377875079175, 0.4643818085729568, 0.4581168925959585, 0.45835516362825557]","[1.7032593567507657, 1.7023397479758875, 1.702626153147511, 1.6984271251130367, 1.7015465048647285]","[5, 5, 5, 5, 5]","[0.4603531311149442, 0.46704326636763094, 0.46226425733949295, 0.4552416018107375, 0.45414843245292785]","[0.01197487232484612, 0.015952561915804075, 0.010587756167319204, 0.014376453926105218, 0.02103365587663851]","[0.07393584609256607, 0.0674307093433357, 0.06952198022330053, 0.025184870452209823, 0.06126709925715251]","[1.7030146836786124, 1.7005394564707166, 1.7022481968623926, 1.697800788078023, 1.6992532774512137]","[0.0012233653607665596, 0, 0, 0, 0]"
D,8000,6,1.0,RLearner,Lasso,,"[0.524098679305331, 0.5481338102610706, 0.5329336817313858, 0.5245755248640217, 0.5220371437644146]","[1.697940799084136, 1.6984529063805274, 1.7052068077234863, 1.6987843882737041, 1.7055835420854217]","[0.5077281113704308, 0.5275366039841107, 0.5149950592894351, 0.5105784561217758, 0.5058668195759345]","[1.6977928678758492, 1.697917565804077, 1.6986663733766845, 1.7004344563093656, 1.6985938154296993]","[5, 5, 5, 5, 5]","[0.5036354693867058, 0.5223873024148707, 0.5105104036789474, 0.5070791889362143, 0.5018242385288145]","[0.02046320991862527, 0.02574650784619978, 0.022423278052438322, 0.017496335927807416, 0.020212905235600098]","[-0.00014304721868624304, -0.011167738837140728, -0.029555472646237327, -0.051396584478186735, -0.028301378347302966]","[1.6977558850737775, 1.6977837306599644, 1.6970312647899841, 1.6987843882737041, 1.6968463837657688]","[0.00018491401035852784, 0.000669175720562909, 0.008175542933502311, 0, 0.008737158319652993]"
D,4000,6,1.0,SLearner1,Lasso,,"[1.7395720264301318, 1.728168733295394, 1.730377962451496, 1.7294407690053943, 1.7356368221816312]","[1.7399889316925268, 1.7055612660336656, 1.7197092382848116, 1.7278294430519585, 1.782580780392746]","[1.7386864966050315, 1.7252034983955358, 1.7297381060664245, 1.7275871761345711, 1.7311072562537202]","[1.738686496605032, 1.7252034983955358, 1.7297381060664245, 1.727587176134571, 1.7311072562537204]","[5, 5, 5, 5, 5]","[1.7384651141487564, 1.7244621896705712, 1.7295781419701566, 1.7271237779168653, 1.7299748647717426]","[0.0011069122813753274, 0.003706543624822922, 0.0007998204813394749, 0.002316991088529008, 0.005661957409888729]","[0.2022217821889856, 0.16556162291483437, 0.17873236599195522, 0.17261033781679777, 0.18252235161858396]","[1.7383608878331582, 1.7055612660336656, 1.7197092382848116, 1.727526609405224, 1.718238875218964]","[0.0016280438593685442, 0, 0, 0.00030283364673450164, 0.06434190517378202]"
D,4000,6,1.0,DRLearner,Lasso,,"[0.5127876686014159, 0.4909350353521861, 0.4873849310705113, 0.47980546888104086, 0.48331765331864884]","[1.702265368327447, 1.6979920675413278, 1.7042633576071935, 1.6981653281732119, 1.709171644779454]","[0.48570059538548094, 0.47287222322759925, 0.46813266356774624, 0.46292625582921265, 0.4679402013381604]","[1.710782768598638, 1.7011684565948277, 1.7066943291900818, 1.701549704858895, 1.7039659878311169]","[5, 5, 5, 5, 5]","[0.4789288270814972, 0.4683565201964526, 0.46331959669205497, 0.4587064525662556, 0.46409583834303825]","[0.03385884151991869, 0.02257851515573353, 0.024065334378456302, 0.021099016314785266, 0.01922181497561057]","[0.11397333541357718, 0.058099992955988916, 0.09434766439472111, 0.06129320880450331, 0.07856933509820965]","[1.702265368327447, 1.6979920675413278, 1.7042633576071935, 1.6981653281732119, 1.7026645735940327]","[0, 0, 0, 0, 0.006507071185421487]"
D,4000,6,1.0,RLearner,Lasso,,"[0.5639060052375245, 0.5915950899294404, 0.5385700137512287, 0.5167790766760058, 0.5600798299531444]","[1.6981781817189214, 1.7189485806591436, 1.6979800345237275, 1.7067122864138353, 1.7038019660489372]","[0.5300491297038541, 0.5708035997977448, 0.5154613165161869, 0.4995136303601079, 0.5313463737624381]","[1.697809695672822, 1.7047474797119848, 1.6982674189031663, 1.6983780869731617, 1.699243653875717]","[5, 5, 5, 5, 5]","[0.5215849108204365, 0.5656057272648208, 0.5096841422074264, 0.4951972687811334, 0.5241630097147615]","[0.04232109441708806, 0.025989362664619597, 0.02888587154380229, 0.02158180789487235, 0.03591682023838291]","[0.004104663138459863, -0.08339443805580056, -0.02178466180192007, -0.024191725027775682, -0.038089453427089956]","[1.697717574161297, 1.701197204475195, 1.6979800345237275, 1.6962945371129934, 1.698104075832412]","[0.00046060755762439287, 0.017751376183948453, 0, 0.010417749300841994, 0.005697890216525281]"
D,16000,6,1.0,SLearner1,Lasso,,"[1.7276381268915548, 1.7255804813515174, 1.725116909015819, 1.7238033407982247, 1.7266445397785293]","[1.717688760815685, 1.7283177456127128, 1.7244662101109622, 1.7303219432575232, 1.7177783867030896]","[1.7273275662917258, 1.7248629206759962, 1.7249453823939296, 1.7233384884235385, 1.7258012568143155]","[1.7273275662917258, 1.7248629206759962, 1.7249453823939296, 1.7233384884235385, 1.7258012568143155]","[5, 5, 5, 5, 5]","[1.7272499261417686, 1.724683530507116, 1.7249025007384573, 1.723222275329867, 1.7255904360732621]","[0.0003882007497862938, 0.0008969508444015006, 0.00021440827736168844, 0.0005810654683577332, 0.0010541037052672064]","[0.17185668121543404, 0.1645298552319722, 0.16478026271549392, 0.15983003788461173, 0.16735713131197363]","[1.717688760815685, 1.723999214441817, 1.7244662101109622, 1.7215926247150424, 1.7177783867030896]","[0, 0.004318531170895701, 0, 0.008729318542480824, 0]"
D,16000,6,1.0,DRLearner,Lasso,,"[0.467619336246379, 0.4632153430308539, 0.4598766785826457, 0.4613671539435099, 0.4608510834080097]","[1.7003344916577638, 1.7029456791748945, 1.7052263935361476, 1.6982050810518086, 1.7003965296506613]","[0.4580346023386727, 0.4566032602355258, 0.45555526973285493, 0.45455264394712275, 0.45481997386986467]","[1.6995715055947977, 1.6995496479804675, 1.6993894287014606, 1.6980292177670344, 1.6990894055071155]","[5, 5, 5, 5, 5]","[0.45563841886174616, 0.4549502395366938, 0.45447491752040725, 0.45284901644802594, 0.4533121964853284]","[0.011980917384632889, 0.008265103494160125, 0.005401761062238455, 0.008518137495483954, 0.007538886922681259]","[0.04217414114662413, 0.041914204837084273, 0.03995724324973343, 0.015374340756341115, 0.03600775046809837]","[1.6993807590790562, 1.6987006401818607, 1.6979301874927888, 1.697985251945841, 1.698762624471229]","[0.0009537325787076223, 0.004245038993033745, 0.007296206043358733, 0.0002198291059676838, 0.0016339051794322934]"
D,16000,6,1.0,RLearner,Lasso,,"[0.5071178330059319, 0.5043827753290875, 0.4834819450340686, 0.49071509321480855, 0.49776159674238873]","[1.701502643006773, 1.697969811753453, 1.6978443559287335, 1.69842398446717, 1.697927915124853]","[0.4989372286629543, 0.49445653407229356, 0.4793870364338464, 0.48339355894161984, 0.491393025051732]","[1.6988224963181444, 1.6985658358449454, 1.6987634185503844, 1.6989165781457074, 1.6989372178278244]","[5, 5, 5, 5, 5]","[0.4968920775772099, 0.49197497375809507, 0.47836330928379084, 0.48156317537332266, 0.4898008821290678]","[0.010225755428722033, 0.012407801570992402, 0.005118635750277767, 0.00915191784148589, 0.00796071461332093]","[-0.032088142744666454, -0.027802669504987082, -0.031153990708128354, -0.033522093197851766, -0.03382854437427178]","[1.6981524596459874, 1.697969811753453, 1.6978443559287335, 1.69842398446717, 1.697927915124853]","[0.003350183360785741, 0, 0, 0, 0]"
D,1000,6,1.0,SLearner1,Lasso,,"[1.7454197774790932, 1.719052374758071, 1.7749770042691175, 1.7194543894712089, 1.743482860221437]","[1.7178329696065398, 1.7003591975614205, 1.781429191110406, 1.7077385599705923, 1.7427445197487732]","[1.7375349675348881, 1.7050299977655907, 1.744997593398698, 1.716989933442768, 1.7427530467993335]","[1.7375349675348881, 1.7050299977655907, 1.744997593398698, 1.716989933442768, 1.7427530467993335]","[5, 5, 5, 5, 5]","[1.735563765048837, 1.7015244035174706, 1.7375027406810932, 1.716373819435658, 1.7425705934438076]","[0.0098560124302563, 0.017527971240600404, 0.037474263588024304, 0.0030805700355510113, 0.0009122667776292892]","[0.1993542578465428, 0.08507144263645985, 0.2172665321335893, 0.13855354932092365, 0.2120382026569542]","[1.7178329696065398, 1.7003591975614205, 1.735889693970771, 1.7077385599705923, 1.7427445197487732]","[0, 0, 0.04553949713963501, 0, 0]"
